817,139
695,494
385,110
762,246
923,230
575,352
963,18
1131,406
1191,406
1137,554
975,555
1036,462
966,498
681,466
296,467
245,723
589,691
NEXT
291,406
778,336
875,547
494,311
505,164
501,406
994,507
633,371
823,452
733,478
1069,688
607,178
1108,623
559,166
935,152
829,862
1062,787
635,548
NEXT
847,919
586,593
999,88
804,237
576,551
245,723
364,-30
999,724
470,697
654,353
512,283
NEXT
744,343
732,731
415,364
1066,345
611,309
663,288
584,336
611,503
267,341
593,392
681,196
909,332
601,446
609,354
858,59
899,564
721,326
1117,89
868,501
NEXT
658,258
681,166
414,542
491,32
948,270
778,336
415,213
524,891
463,564
311,286
681,46
504,753
857,648
690,434
351,406
829,554
609,458
705,389
914,173
618,469
361,569
491,32
1006,355
414,270
655,393
874,672
NEXT
829,258
751,503
694,380
1117,723
850,237
898,833
847,-107
491,596
361,569
601,366
1137,554
810,805
504,753
710,402
282,535
196,249
311,286
695,494
545,139
570,748
829,862
148,322
281,610
672,465
573,619
874,140
707,393
641,326
795,443
745,605
NEXT
681,796
1006,457
436,887
321,406
826,301
245,89
540,600
786,261
761,446
620,791
838,-79
838,-79
681,256
1080,277
NEXT
947,599
947,364
664,382
741,406
148,322
823,360
1036,350
1055,216
450,-48
695,494
542,833
1191,406
504,378
533,554
606,880
269,107
761,366
627,300
898,-21
387,555
702,427
792,64
512,575
510,351
681,766
548,474
838,-79
606,-68
644,169
699,349
1020,160
196,563
570,748
668,432
646,358
912,860
NEXT
399,18
660,427
744,469
652,410
718,520
751,-38
415,213
652,410
559,166
894,514
510,461
533,383
602,909
463,564
975,555
681,826
718,292
668,432
753,354
533,-50
532,112
1162,651
1101,406
545,139
597,-127
972,617
972,617
709,583
709,397
523,188
981,406
NEXT
488,140
765,-127
850,529
1028,229
625,761
1108,545
415,213
704,554
1051,286
494,501
823,360
515,-107
664,382
681,136
733,478
436,887
681,466
261,406
321,766
633,441
975,555
727,110
664,382
801,406
653,415
1108,623
868,501
1069,688
773,121
668,432
1001,569
672,378
751,503
597,490
880,470
681,196
364,842
NEXT
1041,766
532,112
1155,331
597,-127
1020,745
663,463
291,406
624,388
820,833
482,342
267,341
751,503
589,121
829,429
652,410
844,726
207,481
921,528
504,59
254,623
1221,406
738,388
727,702
1117,89
937,489
734,433
681,196
756,880
512,575
808,533
1184,485
830,700
385,110
741,406
469,194
776,219
888,438
NEXT
653,229
633,371
293,688
406,681
740,397
820,833
293,688
231,406
677,435
1214,490
1093,107
427,152
600,566
937,323
488,140
627,512
589,121
470,115
441,284
558,237
1028,229
839,188
664,430
707,419
880,342
227,637
444,443
894,298
439,230
342,67
1125,336
732,81
584,336
510,351
576,551
899,564
888,438
NEXT
761,366
639,140
168,240
705,389
1108,189
321,406
681,586
764,150
561,776
342,67
677,377
654,459
681,826
742,21
635,264
339,517
667,494
589,691
814,338
709,397
237,476
829,429
655,419
1221,406
681,946
709,415
542,-21
756,880
912,860
804,575
681,106
596,433
644,169
762,566
NEXT
361,569
681,286
477,806
927,745
702,385
830,700
875,547
802,318
733,334
766,379
NEXT
947,599
909,332
533,429
795,369
716,454
620,21
611,-38
723,448
1036,350
1045,142
470,697
888,438
545,139
293,688
769,527
981,406
1023,295
1041,406
773,691
439,230
NEXT
912,-48
898,-21
441,284
764,150
627,512
844,86
651,406
861,406
753,354
681,586
627,300
464,-21
808,279
735,512
1184,327
871,216
563,388
681,496
NEXT
894,514
977,452
368,305
658,554
681,286
200,651
926,887
810,805
237,336
734,433
660,385
829,554
802,494
300,787
658,554
705,389
NEXT
735,512
586,219
858,434
363,724
1166,563
910,91
729,371
356,355
996,177
536,301
727,264
584,336
801,406
894,514
624,424
1166,249
804,237
735,300
269,705
237,476
721,486
977,110
663,288
548,474
505,648
575,460
618,343
1108,545
300,787
415,213
281,610
617,207
937,489
444,369
584,336
NEXT
998,-30
291,406
937,489
617,207
762,246
681,916
709,397
820,833
533,258
575,512
291,406
681,646
795,369
293,124
787,512
681,166
533,383
914,173
681,376
317,142
576,261
NEXT
892,115
711,406
448,173
847,919
737,51
471,406
463,564
597,322
681,316
148,322
858,378
231,406
653,229
1041,406
570,64
363,724
611,309
681,-14
417,42
444,443
871,216
NEXT
736,577
795,369
196,563
702,385
704,258
996,635
427,660
356,355
1066,345
740,415
561,406
540,600
406,131
926,887
414,542
261,406
734,433
1041,766
NEXT
751,309
1137,554
861,406
787,512
609,354
718,520
663,463
729,371
654,491
737,761
765,-127
321,406
639,448
629,478
707,419
1194,240
621,406
326,350
956,131
598,150
977,452
611,503
441,284
542,833
414,270
694,432
804,237
948,542
685,435
830,700
1045,670
548,474
822,600
1095,341
690,434
558,575
699,463
450,-48
200,651
NEXT
200,161
713,613
808,279
751,309
1071,406
644,169
523,188
646,454
326,350
664,430
814,474
778,336
737,51
966,498
1194,572
753,354
1101,406
681,286
899,564
668,432
464,833
799,388
533,862
552,805
681,526
NEXT
406,131
613,273
718,520
804,237
504,378
994,507
575,460
406,131
1184,327
474,438
NEXT
1137,554
1095,341
524,-79
817,139
921,284
628,433
635,702
311,286
847,-107
1081,610
364,-30
732,731
488,140
200,651
441,406
681,466
1071,406
575,352
1051,526
861,406
868,501
575,352
NEXT
586,219
524,-79
1095,471
417,770
761,446
624,424
267,471
425,489
200,161
602,-97
769,285
639,364
504,59
515,-107
281,202
559,166
453,332
586,593
847,919
536,301
737,51
414,542
705,389
1020,745
453,332
708,353
871,32
695,318
1011,406
756,880
463,248
769,392
646,454
504,378
893,618
681,706
628,433
875,265
664,430
NEXT
545,139
533,258
1020,652
1166,563
660,427
523,188
910,91
792,748
356,457
705,423
711,406
452,721
NEXT
858,753
494,501
510,351
723,140
667,494
654,353
654,491
947,213
734,379
425,489
690,465
464,833
453,332
593,392
427,152
646,358
518,726
746,-8
596,379
668,432
672,465
267,341
536,301
NEXT
844,86
633,371
311,526
831,406
804,575
521,325
613,273
1011,406
702,427
609,458
254,189
1194,240
575,512
681,346
609,354
702,385
382,818
356,457
436,-75
593,420
710,410
695,318
966,314
698,382
593,285
NEXT
710,402
148,490
1095,341
977,452
317,142
1080,277
909,480
769,420
387,257
727,110
765,-127
753,354
740,397
926,887
708,353
699,463
385,702
554,279
406,681
444,369
NEXT
817,673
1028,229
436,-75
575,460
681,616
893,618
847,-107
364,-30
899,248
552,805
667,494
601,446
639,672
738,388
620,21
921,528
681,436
814,338
792,64
947,213
542,-21
765,322
1041,406
628,379
361,243
366,177
838,-79
956,131
317,142
448,173
655,419
727,264
755,178
977,702
267,341
830,112
625,761
804,575
1184,327
NEXT
415,213
644,169
523,188
540,600
721,326
453,332
602,909
417,770
681,136
822,600
789,619
453,480
756,880
613,539
857,164
681,496
868,311
668,432
523,188
732,81
1001,569
844,726
792,64
558,237
709,415
732,731
NEXT
469,194
918,369
822,600
633,371
795,443
744,469
762,246
947,599
885,6
267,341
452,91
470,115
909,332
1020,160
681,946
817,673
1011,406
892,697
893,618
721,486
435,745
1036,462
935,152
635,264
469,194
778,336
245,723
898,-21
563,388
723,364
945,770
892,115
NEXT
1137,554
627,512
593,420
1045,670
914,639
627,300
850,237
708,459
709,397
727,110
761,446
766,379
267,341
1028,583
624,388
635,702
560,318
655,419
444,443
439,582
1108,545
829,862
NEXT
1041,406
740,397
732,81
778,336
681,46
1066,345
1023,517
326,462
681,46
690,347
452,721
261,406
593,285
463,564
681,466
296,345
841,487
894,298
808,533
822,212
482,342
452,91
385,110
148,490
829,429
NEXT
523,188
829,429
385,360
317,670
893,194
718,520
1135,637
802,494
764,662
782,93
618,469
765,939
441,284
751,850
1001,243
918,443
521,325
850,529
536,511
593,285
838,-79
491,216
829,554
387,555
947,213
436,887
681,496
567,369
861,406
586,219
504,378
317,670
838,891
681,-44
681,946
396,314
524,891
1020,652
NEXT
477,6
681,736
690,465
554,279
745,207
1155,481
874,140
532,700
681,-104
681,-74
823,360
532,700
611,503
802,318
477,6
787,460
630,81
709,397
1093,107
769,285
580,719
751,-38
787,300
504,434
452,91
702,427
542,-21
609,354
721,326
477,6
1095,471
NEXT
307,216
515,919
871,780
196,563
444,369
387,555
385,360
738,388
975,555
765,939
802,318
695,494
1001,569
1055,596
533,-50
586,219
300,25
237,336
552,805
463,248
742,21
681,316
738,388
829,429
399,18
695,318
560,318
326,350
602,909
735,300
342,652
171,406
613,273
417,770
850,529
829,554
NEXT
342,67
560,494
868,501
681,196
822,600
606,-68
926,887
704,554
296,345
681,586
539,452
381,406
914,173
672,347
742,21
609,458
269,107
765,-127
540,600
591,406
858,434
425,323
510,351
786,551
755,178
307,596
681,376
231,406
820,833
736,235
