487,322
331,690
569,728
641,411
345,663
94,408
23,186
833,394
466,385
169,589
508,193
712,743
72,26
532,326
847,97
631,174
451,361
418,343
863,399
593,370
613,488
424,427
545,457
444,542
808,343
394,306
764,260
193,114
28,343
NEXT
764,426
134,533
982,418
793,251
695,438
120,61
400,130
148,-17
-25,259
508,343
739,-111
508,763
556,378
508,763
828,506
318,-31
952,413
721,235
81,482
571,280
480,352
737,658
NEXT
556,378
242,150
297,634
394,380
268,221
726,185
908,139
920,642
328,343
508,883
81,204
332,101
339,174
452,-12
872,79
850,232
NEXT
908,547
208,343
863,399
540,136
649,537
429,-160
725,-84
462,485
387,431
1048,343
424,876
665,-142
993,186
297,52
363,238
868,343
548,423
262,682
564,698
238,343
471,457
301,375
403,488
275,576
388,343
855,166
609,30
490,461
NEXT
1011,264
491,319
144,607
485,195
452,698
339,174
455,316
1021,177
350,125
863,399
695,438
745,380
702,484
460,378
NEXT
109,214
190,661
550,77
27,588
466,385
212,297
508,523
466,385
907,214
360,491
529,364
428,383
358,343
600,628
707,407
702,484
674,-170
532,360
490,286
893,404
721,235
613,198
52,195
191,779
935,126
367,537
802,194
209,-69
367,537
603,156
550,301
263,824
698,717
775,479
NEXT
428,383
554,201
721,451
109,472
386,103
737,28
605,273
685,371
907,214
649,149
619,685
630,103
481,396
554,485
252,260
508,43
508,43
494,431
242,385
NEXT
872,79
793,435
484,326
481,428
550,301
468,423
494,255
790,731
543,295
508,73
360,799
847,4
438,246
739,797
821,444
495,317
138,223
148,-17
481,258
52,195
480,520
332,585
908,139
360,799
512,372
804,47
331,-4
671,663
508,-137
563,514
567,334
NEXT
964,195
774,536
5,422
339,512
725,-84
381,470
345,23
764,260
449,352
596,329
508,493
212,297
508,673
217,132
508,-197
NEXT
935,560
372,76
263,-138
596,357
644,76
567,334
619,685
118,343
386,103
223,435
304,743
448,343
637,742
148,343
331,371
339,220
543,295
360,-113
360,491
NEXT
