536,301
463,564
681,-44
871,32
713,613
729,371
814,338
947,448
681,106
580,719
601,366
981,406
570,748
727,548
707,393
727,702
575,300
823,452
576,261
602,909
1162,161
NEXT
620,21
762,566
727,548
1135,175
452,91
611,850
618,343
613,273
477,806
245,89
826,511
356,355
1020,160
148,322
649,613
491,216
NEXT
620,791
738,388
672,378
463,564
1062,787
539,452
690,465
453,480
707,393
761,366
NEXT
515,919
912,-48
829,429
672,378
196,249
744,343
491,780
148,490
708,459
773,121
885,6
681,136
996,177
1006,457
830,112
782,719
681,616
761,446
1020,652
1135,637
589,121
874,140
732,81
1006,457
977,702
468,514
639,140
1071,406
406,131
1045,670
NEXT
542,833
1221,406
727,548
649,613
923,230
148,322
808,533
858,59
921,284
831,406
769,420
510,461
858,434
545,139
NEXT
751,503
672,434
620,21
504,59
471,406
755,178
563,424
570,64
231,406
977,110
387,257
839,624
935,660
801,36
716,454
660,427
482,470
871,32
561,776
624,424
561,776
927,745
444,443
1023,295
504,434
727,110
644,169
148,322
698,382
533,554
681,826
947,364
NEXT
756,-68
681,556
1066,345
439,230
996,635
533,383
740,415
196,249
448,639
874,140
681,736
NEXT
487,265
852,461
745,207
1108,545
898,833
387,257
894,298
646,358
755,178
966,498
891,406
681,556
385,452
545,139
732,81
524,-79
857,648
470,115
625,51
NEXT
994,507
589,691
718,169
766,433
738,424
658,554
690,434
559,646
769,527
629,478
947,213
488,672
829,554
417,42
875,265
923,582
810,805
681,-104
464,-21
282,277
563,424
677,377
732,81
NEXT
598,150
227,637
765,322
296,345
698,430
536,511
803,646
727,110
450,-48
611,850
448,173
681,856
972,617
801,36
593,527
463,564
196,249
477,6
709,415
844,726
611,309
644,169
406,131
994,305
980,818
1066,345
626,577
1194,572
668,380
681,646
470,115
1041,766
602,-97
523,624
512,575
898,-21
871,32
382,818
635,548
NEXT
