607,178
826,301
773,121
563,388
653,397
1036,350
947,599
1023,517
999,724
613,539
616,-8
450,-48
NEXT
435,67
515,-107
488,140
844,726
1080,535
1055,596
975,257
926,-75
709,229
753,458
1006,457
1041,46
681,406
607,634
NEXT
439,230
644,520
681,526
782,719
921,528
761,366
681,106
625,51
639,140
533,383
494,501
607,634
690,465
694,432
690,378
414,542
148,322
415,364
764,150
1194,572
1055,596
436,887
505,648
561,36
NEXT
200,161
453,480
560,494
591,406
439,230
681,496
975,555
1155,481
1066,345
977,360
850,529
300,787
512,575
593,527
654,491
672,465
694,380
690,378
736,235
820,-21
935,152
822,212
1108,267
282,535
368,305
616,-8
760,-97
652,410
281,610
736,577
935,660
1045,670
452,721
NEXT
512,237
956,131
1069,124
829,-50
839,188
787,352
1020,652
948,542
871,596
921,406
1006,355
1117,89
334,583
317,670
363,724
607,634
655,393
417,770
1020,745
1125,476
1155,481
254,267
171,406
293,124
727,264
NEXT
561,36
616,-8
681,346
694,380
947,448
847,919
765,939
660,427
487,547
468,298
539,360
639,364
663,349
810,7
1166,249
1184,485
559,166
563,388
787,460
681,886
804,575
755,634
NEXT
586,593
742,791
921,528
1108,545
802,494
762,566
871,596
733,478
751,309
654,321
593,285
586,219
488,140
NEXT
567,369
570,64
761,366
652,410
766,433
773,691
681,646
387,555
627,512
951,406
NEXT
918,369
947,448
1095,471
1101,406
761,446
482,342
625,51
396,314
381,406
441,406
463,564
681,946
980,818
847,919
996,635
708,321
629,334
385,452
627,512
802,494
414,542
452,721
491,780
681,766
586,593
695,494
761,366
891,406
1020,652
539,452
633,441
482,470
601,446
602,-97
773,121
606,880
254,189
NEXT
690,465
765,490
808,279
681,196
477,6
450,-48
561,406
639,448
630,731
746,820
1155,481
912,-48
760,-97
810,7
729,371
663,524
470,697
382,818
704,554
