148,322
567,369
667,318
831,406
755,634
923,230
951,406
769,285
839,188
830,112
586,219
NEXT
625,51
504,59
559,166
575,352
707,393
366,635
561,776
963,794
1020,67
769,392
764,662
NEXT
387,257
617,605
910,721
850,575
977,452
921,406
1020,67
778,336
850,237
1166,249
1221,406
1162,651
708,321
660,385
681,376
622,397
738,424
778,476
751,503
733,478
414,542
501,406
171,406
584,336
646,358
654,321
681,226
704,258
762,246
723,364
639,140
570,64
450,-48
540,212
699,524
417,42
382,-6
626,577
NEXT
364,-30
980,818
1051,526
1095,471
975,555
868,501
652,410
366,177
254,189
307,596
363,724
540,600
521,487
620,791
782,719
764,662
829,554
999,88
910,91
998,-30
681,-74
1081,202
1135,175
858,434
749,539
787,352
663,288
504,378
NEXT
269,107
644,169
542,-21
998,-30
1095,471
871,596
1184,327
945,42
681,136
681,166
368,507
415,599
977,110
593,527
427,660
417,770
351,406
334,229
795,443
765,490
681,526
802,494
921,406
894,298
787,512
681,466
736,577
531,406
504,378
533,258
639,140
681,676
885,806
366,635
NEXT
200,161
1214,322
1006,355
622,415
368,507
427,660
792,748
1020,745
850,575
839,188
874,140
1137,258
888,438
723,364
702,427
600,246
425,489
414,270
681,-44
561,36
723,140
745,207
627,512
681,496
NEXT
148,490
225,554
681,346
690,347
586,219
573,193
629,334
681,286
681,76
281,202
411,406
567,443
601,446
641,486
994,507
1020,745
1166,563
868,501
390,617
589,691
644,643
681,736
727,702
713,613
677,377
773,691
570,748
826,301
NEXT
300,25
576,261
751,309
769,392
709,397
474,438
482,470
448,639
620,791
570,748
523,188
491,32
839,188
975,257
831,406
727,702
600,566
575,512
672,465
871,780
945,770
892,697
909,332
947,448
1041,406
1045,670
1194,572
281,202
356,457
732,81
718,169
681,46
760,-97
1125,476
804,237
786,261
NEXT
254,267
672,434
653,415
655,393
792,64
914,173
1108,267
1161,406
841,487
814,474
707,419
427,152
201,406
NEXT
448,173
576,261
765,490
823,360
947,213
771,406
625,761
732,731
382,818
356,457
427,152
474,374
533,429
254,623
441,528
468,514
596,433
653,415
738,388
702,427
705,423
699,524
658,554
789,619
999,724
894,514
769,527
956,681
482,342
760,-97
